,imdb_title_id,title,original_title,year,date_published,genre,duration,country,production_company,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,support_actor,lead_director,lead_writer,month,production_number,lead_number,support_number,director_number,writer_number,0_Action,0_Adventure,0_Animation,0_Biography,0_Comedy,0_Crime,0_Drama,0_Family,0_Fantasy,0_History,0_Horror,0_Music,0_Musical,0_Mystery,0_News,0_Romance,0_Sci-Fi,0_Sport,0_Thriller,0_War,0_Western,avg_vote_round
1690,tt2386291,Deadly Revisions,Deadly Revisions,2013,2015-09-29,"Horror, Mystery, Thriller",95,USA,Good Kids Productions,4.4,140,100000,4.4,140,5.8,5.0,4.5,Bill Oberst Jr.,Mikhail Blokh,Gregory Blair,Gregory Blair,9,6175,29,4579,7087,7005,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4
1691,tt3231390,Valley of the Sasquatch,Valley of the Sasquatch,2015,2017-02-07,"Horror, Thriller",92,USA,The October People,3.6,500,0,3.6,500,4.0,4.0,3.8,Bill Oberst Jr.,Miles Joris-Peyrafitte,John Portanova,John Portanova,2,1110,29,1735,4060,3046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
1692,tt2523426,Ditch,Ditch,2016,2016,"Horror, Thriller",77,USA,Water Tree Media,3.4,302,0,3.4,302,3.8,3.0,3.4,Bill Oberst Jr.,Katy Foley,Joe Hendrick,Daniel P. Coughlin,0,2010,29,2947,4074,445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
1693,tt0996934,Farm House,Farm House,2008,2008-10-25,"Horror, Mystery, Thriller",95,USA,Alliance Group Entertainment,5.5,2314,0,5.5,2314,5.7,6.0,5.5,Jamie Anne Allman,William Lee Scott,George Bessudo,Daniel P. Coughlin,10,454,1449,624,1636,445,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5
1694,tt0839880,Lake Dead,Lake Dead,2007,2008-07-11,"Horror, Thriller",90,USA,Alliance Group Entertainment,4.1,3549,2500000,4.1,3549,4.4,4.0,3.9,Alex A. Quinn,Kelsey Crane,George Bessudo,Daniel P. Coughlin,7,454,1423,1210,1636,445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
1695,tt2782232,Circus of the Dead,Circus of the Dead,2014,2017-01-13,"Action, Horror, Thriller",102,USA,Bell Cow Films,5.9,325,150000,5.9,325,6.9,7.0,6.4,Bill Oberst Jr.,Parrish Randall,Billy 'Bloody Bill' Pon,Lee Ankrum,1,4786,29,4892,2135,4230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
1696,tt2974190,The Dooms Chapel Horror,The Dooms Chapel Horror,2016,2016-06-14,"Horror, Mystery, Thriller",94,USA,AGS Productions,3.5,215,0,3.5,215,4.3,4.0,3.4,Bill Oberst Jr.,Austin Madding,John William Holt,Jason Turner,6,3768,29,4224,4139,6604,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3
1697,tt3400932,The Chair,The Chair,2016,2017-10-31,"Crime, Horror, Thriller",84,USA,Alterna Comics,4.7,115,200000,4.7,115,5.7,5.0,4.9,Bill Oberst Jr.,Roddy Piper,Chad Ferrin,Erin Kohut,10,4749,29,5215,174,4696,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
1698,tt0780506,"Easter Bunny, Kill! Kill!","Easter Bunny, Kill! Kill!",2006,2006-08-04,Horror,90,USA,Crappy World Films,4.7,481,90000,4.7,481,5.5,5.0,4.4,Timothy Muskatell,Ricardo Gray,Chad Ferrin,Chad Ferrin,8,379,2668,3114,174,419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1699,tt1303902,Qualcuno bussa alla porta,Someone's Knocking at the Door,2009,2011-12-07,"Fantasy, Horror",80,USA,Crappy World Films,4.1,1349,820000,4.1,1349,4.8,4.0,4.3,Noah Segan,Andrea Rueda,Chad Ferrin,Chad Ferrin,12,379,1297,7466,174,419,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
